VIOLATION_ID,ORG_ID,VIOLATION_TYPE,VIOLATION_DESC,VIOLATION_TEXT,REMEDIAL_TEXT,TABLE_NAME,EXPIRED_FLAG,DATE_EXPIRED,CREATED_BY,DATE_CREATED,MODIFIED_BY,DATE_MODIFIED,FEE_SETUP_ID
85,1,FIRESFNCO,Fire Safety – Emergency Escape (Opening),Section 16.24.530 (C) - Minimum Net Clear Opening: All emergency escape and rescue openings shall have a minimum net clear opening of four square feet.,CAAF_FIRESF_NCO,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
86,1,FIRESFNCOH,Fire Safety – Emergency Escape (Height),Section 16.24.530 (D) - Minimum Net Clear Opening Height: All emergency escape and rescue openings shall have a minimum net clear opening height of twenty-four inches.,CAAF_FIRESF_NCOH,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
87,1,FIRESFNCOW,Fire Safety – Emergency Escape (Width),Section 16.24.530 (E) - Minimum Net Clear Opening Width: All emergency escape and rescue openings shall have a minimum net clear opening width of twenty inches.,CAAF_FIRESF_NCOW,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
88,1,FIRESFOP,Fire Safety – Emergency Escape (Op),"Section 16.24.530 (F) - Operation: Required emergency escape and rescue openings shall be operational from the inside of the room or space without the use of keys or special tools, knowledge, or effort.",CAAF_FIRESF_OP,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
89,1,FIRESMKDET,Fire Protection – Smoke Detectors,Section 16.24.550 (A) - Smoke Detectors: Existing Group R occupancies not already provided with single-station smoke alarms/detectors shall be provided with approved single-station smoke alarms/detectors,CAAF_FIREPROT_SMKDET,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
90,1,GARAGESAL,Garage Sales,"Section 17.16.250 (B) - Garage Sale: Within any calendar year, a maximum of two garage sale events shall occur per residence. ",CAAZ_GARAGE_SALE,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
91,1,GRAFFITI,Exterior of Buildings – Graffiti,"Section 16.24.340 (T) – Defacement of Property: No person shall willfully or wantonly damage, mutilate, or deface any exterior surface of any building or structure, located on any private or public property, by placing thereon any marking, carving, or graffiti. It shall be the duty of the owner of the building, structure, and or real property on which the building or structure is located to restore said surface to an approved state of maintenance and repair.",CAAH_GRAFFITI,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
92,1,HAZWASGEN,"Hazardous, pathogenic, radioactive waste","Section 10.20.240 - Hazardous, pathogenic and radioactive waste: All Hazardous waste shall be disposed of by the entity generating such waste under such methods and conditions as shall be approved by the director. Any such entity may apply for a special permit as a private collector or may dispose of hazardous waste by licensed private collectors.",CAMCL_HAZ_WASTE_GEN,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
93,1,HAZWSTPATH,"Hazardous, pathogenic, radioactive waste","Section 10.20.240 - Hazardous, pathogenic and radioactive waste: All pathogenic and radioactive waste shall be disposed of by the entity generating such waste under such conditions as shall be approved by the metropolitan health department and the state department of environment and conservation. ",CAMCL_HAZ_WST_PATH,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
94,1,HEATREC,Heating – Heating Facilities Required,Section 16.24-470 (A) - Heating Required Heating facilities shall be provided in buildings and structures as required by this section.,CAAH_HEAT_REC,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
95,1,HEATRES,Heating – Residential Occupancies,"Section 16.24.470 (B) - Heating (Residential) Dwellings shall be provided with heating facilities capable of maintaining a room temperature of sixty-five degrees Fahrenheit in all habitable rooms, bathrooms, and toilet rooms based on a winter outdoor design temperature of fourteen degrees Fahrenheit, in accordance with Appendix D of the 2000 Edition of the Standard Plumbing Code. ",CAAH_HEAT_RES,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
96,1,HEATSUPPLY,Heating – Heat Supply,"Section 16.24.470 (C) - Heat (Supply) Every owner, lessee, or operator of any building or structure who rents, leases, or lets one or more dwelling units, rooming units, dormitory rooms, or guestrooms on terms, either expressed or implied, to furnish heat to the occupants thereof shall supply heat during the period from October 1st to April 30th to maintain a temperature of not less than sixty-five degrees Fahrenheit in all habitable rooms, bathrooms, and toilet rooms.",CAAH_HEAT_SUPPLY,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
97,1,HEATWRKSPC,Heat – Occupiable Work Spaces,"Section 16.24.470 (D) - Heat (Work Spaces) Indoor occupiable work spaces shall be supplied with heat during the period from October 1st to April 30th to maintain a temperature of not less than sixty-five degrees Fahrenheit, when the spaces are occupied.",CAAH_HEAT_WRK_SPC,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
98,1,HOMEOCC,Home Occupation – Permit Required,Section 17.16.250 (C) - Home Occupation (Permit): A home occupation shall be considered an accessory use to a residence [requires a permit with conditions],CAAZ_HOMEOCC,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
99,1,HOMEOCCCON,Home Occupation – Conditions,"Section 17.16.250 (C) - Home Occupation (Conditions): A home occupation shall be considered an accessory use to a residence [permitted under certain conditions, one or more conditions not met]",CAAZ_HOME_OCC,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
100,1,HSANSTD,Sanitation requirements,"Section 10.36.020 - Sanitation requirements: Every dwelling and every part thereof shall be kept clean and free from any accumulation of dirt, filth, rubbish, garbage or similar matter, and shall be kept free from vermin or rodent infestation. All yards, lawns and courts shall be similarly kept clean and free from rodent infestation. It shall be the duty of each occupant of a dwelling unit to keep in a clean condition that portion of the property which he occupies or over which he has control.",CAMCL_HSAN_VACBD,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
101,1,HSANVACBD,Vacation of buildings,"Section 10.36.030 - Vacation of buildings: Whenever it is found by the chief medical director that the remedies available to the agency of the metropolitan government having primary responsibility in the field of housing are inadequate to protect an existing or threatened menace to the public health, and that a dwelling is unfit for human habitation or dangerous to life or health by reason of the existence on the premises of any condition likely to cause sickness or injury among the occupants of such dwelling, or for any other causes affecting the public health, the chief medical director may issue an order requiring such dwelling to be vacated.",CAMCL_QUAR_HOLE,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
102,1,INTBLDGN,Interiors of Bldgs and Structures Gen,"Section 16.24.350 (A) – Building Interior (General): The interior of a building or structure and any equipment therein shall be maintained in good repair, structurally sound, and in an otherwise clean and sanitary condition. Occupants shall keep that part of the building or structure that they occupy or control in a clean and sanitary condition. Every owner of a building or structure containing a rooming house, a hotel, a dormitory, two or more dwelling units, or two or more nonresidential occupancies, shall maintain, in a clean and sanitary condition, the shared or public areas of the structure and exterior property.",CAAH_INT_BLDGN,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
103,1,INTBLDSUR,Interior of Buildings - Surfaces,"Section 16.24.350 (C) - Interior Surfaces. All interior surfaces, including windows and doors, shall be maintained in good, clean and sanitary condition. Peeling, chipping, flaking, or abraded paint shall be repaired, removed, or covered. Cracked or loose plaster, decayed wood, and other defective surface conditions shall be corrected.",CAAH_INT_BLDSUR,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
104,1,INTHNDGRD,Interior of Bldgs – Handrails and Guards,Section 16.24.350 (E) - Handrails and Guards. Every handrail and guard shall be firmly fastened and capable of supporting normally imposed loads and shall be maintained in good condition.,CAAH_INT_HNDGRD,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
105,1,INTINTDOOR,Interior of Buildings – Interior Doors,"Section 16.24.350 (F) - Interior Doors. Every interior door shall fit reasonably well within its frame and shall be capable of being opened and closed by being properly and securely attached to jambs, headers, or tracks as intended by the manufacturer of the attachment hardware.",CAAH_INT_INTDOOR,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
106,1,INTSTAIR,Interior of Bldgs – Stairs Walking Surf,"Section 16.24.350 (D) - Stairs and Walking Surfaces. Every stair, ramp, landing, balcony, porch, deck or other walking surface shall be maintained in sound condition and in good repair.",CAAH_INT_STAIR,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
107,1,LANDREG,Landlord Registration Required,"Tennessee Code Annotated (TCA) 66-28-101 - Failure to register as a landlord.  Each landlord of one (1) or more dwelling units within Davidson County to pay a $10 registration fee and furnish the following information to the Department of Codes (A) the landlord's name, address and telephone number, or the name, address and telephone number of the landlord's agent; and (B) list the street address and unit number, as appropriate, for each dwelling unit that the landlord owns, leases, or subleases or has the right to own, lease, or sublease.",CAAR_LAND_REG,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
108,1,LIGHTCHALL,Light – Common Halls and Stairways,"Section 16.24.380 (B) - Light (Common Areas) Every common hall and stairway in residential occupancies, other than in one- and two-family dwellings, shall be lighted at all times with at least a sixty watt standard incandescent light bulb for each two hundred square feet of floor area of said common hall or stairway, or equivalent illumination, provided that the spacing between lights shall not be greater than thirty feet. In other than residential occupancies, means of egress, including exterior means of egress stairways, shall be illuminated at all times with a minimum of one foot candle at floors, landings, and treads.",CAAH_LIGHT_CHALL,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
109,1,LIGHTEMISS,Lighting (Emission),Section 17.28.100 (A) - Lighting (Emission): All site lighting shall be shielded so that substantially all directly emitted light falls within the property line. ,CAAZ_LIGHT_EMISSION,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
110,1,LIGHTHSPC,Light – Habitable Spaces,"Section 16.24.380 (A) - Light (Habitable Spaces) In residential occupancies, every habitable space shall have at least one window of approved size facing directly to the outdoors or to a court. The minimum total glazed area for every habitable space shall be eight percent of the floor area of such room. Wherever a wall or other obstructions face a window of a habitable space and such obstruction is located less than three feet from the window and extends to a level above that of the ceiling of the habitable space, such window shall not be deemed to face directly to the outdoors nor to a court and shall not be included as contributing to the required minimum total window area for the habitable space.",CAAH_LIGHT_HSPC,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
111,1,LIGHTMAX,Lighting (MAX Level),Section 17.28.100 (A) - Lighting (Max Level): No illumination in excess of one-half foot candle shall be permitted across the boundary of any adjacent residential property or public street.,CAAZ_LIGHT_MAX,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
112,1,LIGHTOTR,Light – Other Spaces,"Section 16.24.380 (C) - Light (Other Spaces) All other spaces in residential and nonresidential buildings and structures shall be provided with natural or artificial light sufficient to permit the maintenance of sanitary conditions, the safe occupancy thereof, and the safe utilization of the appliances, equipment, and fixtures.",CAAH_LIGHT_OTR,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
113,1,LITBUSCIT,Litter on public places - citizens,"Section 10.24.060 - Litter on public places - Responsibililty of citzens: No person shall sweep into or deposit in any gutter, street, or any other public place within the area of metropolitan government, the accumulation of litter from any building or lot or from any public or private sidewalk or driveway. Persons owning or occupying property shall keep the sidewalk in front of their premises free of litter.",CAMCL_LIT_PRVPROP,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
114,1,LITBUSREP,Litter on business premises -owner,"Section 10.24.050 - Litter on business premises - Responsibility of owners: No person owning or occupying a place of business shall sweep into or deposit in any gutter, street or other public place within the area of metropolitan government the accumulation of litter from any building or lot or from any public or private sidewalk or driveway. Persons owning or occupying places of business within the area of metropolitan government shall keep the sidewalk in front of their business premises free of litter.",CAMCL_LIT_BUSCIT,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
115,1,LITHNBILLP,Handbills - distribution in public,"Section 10.24.030 - Handbills - Distribution in public places: No person shall throw or deposit any commercial or noncommercial handbill in or upon any sidewalk, street or other public place within the area of metropolitan government. Nor shall any person hand out or distribute or sell any commercial handbill in any public place. Provided, however, that it is not unlawful on any sidewalk, street, or other public place within the area of metropolitan government for any person to hand out or distribute, without charge to the receiver thereof, any commercial or noncommercial handbill to any person willing to accept it.",CAMCL_LIT_HNBILL_VEH,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
116,1,LITHNBILLV,Handbills - distribution on vehicles,"Section 10.24.040 - Handbills-Distribution on vehicles: No person shall throw or deposit any commercial or noncommercial handbill in or upon any vehicle. Provided, however, that it is not unlawful in any public place for a person to hand out or distribute to the receiver thereof, a commercial or noncommercial handbill to any occupant of a vehicle who is willing to accept it.",CAMCL_LIT_BUSREP,NULL,N,NULL,1,03:52.6,1,54:31.4,NULL
